_name,GOG Delta Cash no-beta,GOG Cash Gamma (USD),Vega curr. global,Theta curr. global,GOG IR01 (USD),GOG CR01 (USD),GOG PV10% Risky,GOG VoD0 (USD),GOG RR01 (USD),Issuer,Number of securities,Asset Value curr. global,Strike,Underlying Spot,Delta,Delta Cash,FX Rate,GOG FX,FX Delta,TYPESICO,Notional (bonds),Notional (swaps),Clearing ID,Contract size,Instrument type,GOG Instrument Name,Epsilon curr. global,Weighted Vega,Beta,GOG CB Premium (USD),Delta curr. global,Delta long,Delta short,Vega long,Vega short,REF:RIC,GOG_IT Portfolio/Position Code,SMOBook,Allotment,Currency,Nominal,GOG MARK (DLY),Underlying Currency,Instrument code,Folio Path (SLOW!!)
N225_Symex 08/03/19 C 22500,"5,415,688.28","361,793.72","24,693.86","-2,190.37",190.48,,,,,,100.00,"464,640.73","22,500.00","22,658.16",0.54,"609,508,637.11",1.00,112.55,,,0.00,0.00,,500.00,Listed Options,N225_Symex 08/03/19 C 22500,-102.96,55.60,1.00,"394,507.75","5,414,147.26","609,508,637.11",,"2,779,961.95",,SSI22500C9,"275,806.00",AVTHG003,LOIX,JPY,,"1,050.97",JPY,70652325,/1/11455/11457/11464/22796/22797
N225_Symex 08/03/19 P 22500,"-4,647,157.70","361,793.72","24,693.86","-2,223.23",-193.64,,,,,,100.00,"419,373.87","22,500.00","22,658.16",-0.46,"-523,014,363.20",1.00,112.55,,,0.00,0.00,,500.00,Listed Options,N225_Symex 08/03/19 P 22500,88.32,55.60,1.00,"419,493.24","-4,645,835.36",,"523,014,363.20","2,779,961.95",,SSI22500O9,"275,807.00",AVTHG003,LOIX,JPY,,949.69,JPY,70652326,/1/11455/11457/11464/22796/22797
N225 14/06/19 P 22000,"8,455,175.65","-542,797.79","-62,867.87","3,409.13",611.34,,,,,,-100.00,"-974,113.64","22,000.00","22,658.16",-0.42,"951,587,743.96",1.00,112.55,,,0.00,0.00,,"1,000.00",Listed Options,N225 14/06/19 P 22000,-791.78,70.77,1.00,"-974,390.90","8,452,769.75","951,587,743.96",,,"7,077,478.20",JNI220R9.OS,"275,839.00",AVTHG003,LOIX,JPY,,"1,160.00",JPY,70652282,/1/11455/11457/11464/22796/22797
N225_Symex 14/06/19 P 21750,"-39,308,408.51","2,624,181.25","308,655.95","-16,978.51","-2,836.54",,,,,,"1,000.00","4,443,905.27","21,750.00","22,658.16",-0.39,"-4,423,964,836.22",1.00,112.55,,,0.00,0.00,,500.00,Listed Options,N225_Symex 14/06/19 P 21750,"3,680.81",69.50,1.00,"4,445,170.13","-39,297,223.40",,"4,423,964,836.22","34,747,571.15",,SSI21750R9,"276,442.00",AVTHG003,LOIX,JPY,,"1,005.57",JPY,70661168,/1/11455/11457/11464/22796/22797
N225_Symex 14/06/19 P 20000,"22,346,543.58","-1,805,834.52","-239,250.95","14,748.91","1,598.39",,,,,,"-1,000.00","-2,314,541.97","20,000.00","22,658.16",-0.22,"2,514,991,747.32",1.00,112.55,,,0.00,0.00,,500.00,Listed Options,N225_Symex 14/06/19 P 20000,"-2,091.74",53.87,1.00,"-2,315,200.76","22,340,184.93","2,514,991,747.32",,,"26,934,161.66",SSI20000R9,"276,443.00",AVTHG003,LOIX,JPY,,524.60,JPY,70661169,/1/11455/11457/11464/22796/22797
N225 13/12/19 C 22250,"10,672,839.71","430,190.14","84,038.83","-2,377.78","1,051.99",,,,,,100.00,"1,457,400.97","22,250.00","22,658.16",0.53,"1,201,174,745.15",1.00,112.55,,,0.00,0.00,,"1,000.00",Listed Options,N225 13/12/19 C 22250,"-1,985.15",94.61,1.00,"1,095,151.96","10,669,802.78","1,201,174,745.15",,"9,460,841.76",,JNI222L9.OS,"276,589.00",AVTHG003,LOIX,JPY,,"1,639.08",JPY,70662339,/1/11455/11457/11464/22796/22797
N225 13/12/19 P 22250,"-9,406,109.37","430,190.14","84,038.83","-2,551.11","-1,245.15",,,,,,100.00,"1,514,247.76","22,250.00","22,658.16",-0.47,"-1,058,610,579.16",1.00,112.55,,,0.00,0.00,,"1,000.00",Listed Options,N225 13/12/19 P 22250,"1,750.58",94.61,1.00,"1,514,678.76","-9,403,432.89",,"1,058,610,579.16","9,460,841.76",,JNI222X9.OS,"276,590.00",AVTHG003,LOIX,JPY,,"1,712.98",JPY,70662340,/1/11455/11457/11464/22796/22797
N225_Symex 08/03/19 P 17000,"5,831,845.42","-669,075.34","-74,722.79","10,923.37",240.49,,,,,,"-1,200.00","-468,575.86","17,000.00","22,658.16",-0.05,"656,345,042.78",1.00,112.55,,,0.00,0.00,,500.00,Listed Options,N225_Symex 08/03/19 P 17000,-110.65,14.02,1.00,"-468,709.23","5,830,185.98","656,345,042.78",,,"8,412,069.82",SSI17000O9,"276,992.00",AVTHG003,LOIX,JPY,,89.18,JPY,70666163,/1/11455/11457/11464/22796/22797
Sold Var March19 BNP@21.01,"4,046,329.07","-1,513,718.65","-124,680.73","14,349.52",150.95,,,,,,-1.00,"-22,612.46",,"22,658.16",0.00,"455,394,104.80",1.00,112.55,,,0.00,"-2,674,916,706.33",,"26,749,167.06",Total Return Swaps,Sold Var March19 BNP@21.01,-76.90,,1.00,,"4,045,177.69","455,394,104.80",,,"14,036,186.77",,"277,348.00",AVTHG003,VARS,JPY,"-2,674,916,706.33",0.14,JPY,70669134,/1/11455/11457/11464/22796/22797
HSCEI VOLSWAP UBS 22.6 Z18,"-1,119,001.43","985,281.30","43,566.76","-5,336.92",-20.14,,,,,,"1,560,000.00","-119,320.56",,"10,136.76",0.00,"-8,772,523.59",0.13,7.84,,,0.00,"156,000,000.00",,1.00,Total Return Swaps,HSCEI VOLSWAP UBS 22.6 Z18,2.69,,1.00,,"-1,118,835.25",,"8,772,523.59","341,596.73",,,"206,392.00",AVTHG003,TRS,HKD,"156,000,000.00",-0.56,HKD,69863063,/1/11455/11457/11464/22796/24135
HSCEI VOLSWAP GS 22.85 Z18,"1,196,937.14","-1,053,775.78","-46,603.43","5,708.52",21.98,,,,,,"-1,564,080.00","106,495.36",,"10,136.76",0.00,"9,383,508.43",0.13,7.84,,,0.00,"-156,408,000.00",,1.00,Total Return Swaps,HSCEI VOLSWAP GS 22.85 Z18,-2.88,,1.00,,"1,196,759.39","9,383,508.43",,,"365,406.52",,"211,491.00",AVTHG003,TRS,HKD,"-156,408,000.00",-0.49,HKD,69925221,/1/11455/11457/11464/22796/24135
Sold Dec19 Var SX5E ML@19 ,"21,268,728.61","-4,625,143.98","-1,043,553.42","35,227.83","2,203.65",,,,,,-1.00,"1,806,527.67",,"3,245.16",0.00,"18,457,631.35",1.15,0.87,,,0.00,"-263,157,894.74",,"2,631,578.95",Total Return Swaps,Sold Dec19 Var SX5E ML@19,"-8,668.22",,1.00,,"21,262,082.79","18,457,631.35",,,"905,909.57",,"242,376.00",AVTHG003,VARS,EUR,"-263,157,894.74",-0.53,EUR,70298641,/1/11455/11457/11464/22796/24135
Bot Dec19 UpVar SX5E ML@17.5 B1733.325,"-16,608,606.43","4,322,524.03","909,603.58","5,268.15","-1,911.40",,,,,,1.00,"-654,392.00",,"3,245.16",0.00,"-14,413,439.58",1.15,0.87,,,0.00,"263,157,895.00",,"2,631,578.95",Total Return Swaps,Bot Dec19 UpVar SX5E ML@17.5 B1733.325,"7,169.31",,1.00,,"-16,603,416.76",,"14,413,439.58","789,627.60",,,"242,379.00",AVTHG003,VARS,EUR,"263,157,895.00",-0.17,EUR,70298666,/1/11455/11457/11464/22796/24135
Bot Dec19 Var SPX ML @18.7,"-27,971,380.27","4,492,088.08","1,069,860.67","-40,107.81","-3,040.15",,,,,,1.00,"-684,583.39",,"2,804.83",0.00,"-27,971,380.27",1.00,1.00,,,0.00,"310,160,427.81",,"3,101,604.28",Total Return Swaps,Bot Dec19 Var SPX ML @18.7,,,1.00,,"-27,971,380.27",,"27,971,380.27","1,069,860.67",,,"242,382.00",AVTHG003,VARS,USD,"310,160,427.81",-0.30,USD,70298674,/1/11455/11457/11464/22796/24135
Sold Dec19 UpVar SPX ML@18.05 B1386.875,"24,388,071.11","-4,322,209.42","-966,705.72","-2,134.93","2,801.55",,,,,,-1.00,"365,877.65",,"2,804.83",0.00,"24,388,071.11",1.00,1.00,,,0.00,"-310,160,428.00",,"3,101,604.28",Total Return Swaps,Sold Dec19 UpVar SPX ML@18.05 B1386.875,,,1.00,,"24,388,071.11","24,388,071.11",,,"966,705.72",,"242,383.00",AVTHG003,VARS,USD,"-310,160,428.00",-0.20,USD,70298677,/1/11455/11457/11464/22796/24135
ESX 21/12/18 P 2000,"-17,278.95","3,089.63",223.48,-101.52,-0.32,,,,,,200.00,930.08,"2,000.00","3,245.16",0.00,"-14,995.19",1.15,0.87,,,0.00,0.00,,10.00,Listed Options,ESX 21/12/18 P 2000,0.50,0.10,1.00,930.37,"-17,273.55",,"14,995.19",194.00,,STXE20000X8.EX,"242,910.00",AVTHG003,LOIX,EUR,,0.70,EUR,69898134,/1/11455/11457/11464/22796/24135
ESX 21/12/18 P 2500,"-677,359.89","131,457.85","6,864.37","-2,291.80",-12.52,,,,,,"1,000.00","32,147.05","2,500.00","3,245.16",-0.02,"-587,832.94",1.15,0.87,,,0.00,0.00,,10.00,Listed Options,ESX 21/12/18 P 2500,19.73,0.60,1.00,"32,157.09","-677,148.24",,"587,832.94","5,958.97",,STXE25000X8.EX,"247,088.00",AVTHG003,LOIX,EUR,,2.70,EUR,69898133,/1/11455/11457/11464/22796/24135
Sold Dec19 Var SX5E UBS@19.4 12/20/2019,"10,838,478.81","-2,356,959.17","-531,791.62","17,950.65","1,112.17",,,,,,-1.00,"1,012,785.37",,"3,245.16",0.00,"9,405,952.27",1.15,0.87,,,0.00,"-128,866,000.00",,"1,288,660.00",Total Return Swaps,Sold Dec19 Var SX5E UBS@19.4 12/20/2019,"-4,417.30",,1.00,,"10,835,092.12","9,405,952.27",,,"461,648.74",,"247,120.00",AVTHG003,VARS,EUR,"-128,866,000.00",-0.64,EUR,70352934,/1/11455/11457/11464/22796/24135
Bot Dec19 UpVar SX5E UBS@18.3 B1731.10,"-8,474,832.50","2,203,772.90","463,810.11","4,294.27",-934.57,,,,,,1.00,"-679,743.63",,"3,245.16",0.00,"-7,354,710.15",1.15,0.87,,,0.00,"128,866,000.00",,"1,288,660.00",Total Return Swaps,Bot Dec19 UpVar SX5E UBS@18.3 B1731.10,"3,657.30",,1.00,,"-8,472,184.38",,"7,354,710.15","402,633.94",,,"247,121.00",AVTHG003,VARS,EUR,"128,866,000.00",-0.42,EUR,70352936,/1/11455/11457/11464/22796/24135
Bot Dec19 Var SPX UBS@18.5 ,"-14,868,939.79","2,387,890.29","568,713.23","-21,297.53","-1,647.21",,,,,,1.00,"-93,815.40",,"2,804.83",0.00,"-14,868,939.79",1.00,1.00,,,0.00,"158,783,783.78",,"1,587,837.84",Total Return Swaps,Bot Dec19 Var SPX UBS@18.5,,,1.00,,"-14,868,939.79",,"14,868,939.79","568,713.23",,,"247,122.00",AVTHG003,VARS,USD,"158,783,783.78",-0.16,USD,70352941,/1/11455/11457/11464/22796/24135
Sold Dec19 UpVar SPX UBS@18.2 B1385.8,"12,969,763.98","-2,297,972.80","-514,029.20","-1,448.93","1,493.40",,,,,,-1.00,"162,694.77",,"2,804.83",0.00,"12,969,763.98",1.00,1.00,,,0.00,"-158,783,800.00",,"1,587,838.00",Total Return Swaps,Sold Dec19 UpVar SPX UBS@18.2 B1385.8,,,1.00,,"12,969,763.98","12,969,763.98",,,"514,029.20",,"247,123.00",AVTHG003,VARS,USD,"-158,783,800.00",-0.19,USD,70352943,/1/11455/11457/11464/22796/24135
DJ EURO STOXX 50  Dec18,"-1,868,742.91",,,4.24,-33.29,,,,,,-50.00,"-17,567.08",,"3,245.16",1.00,"-1,621,750.34",1.15,0.87,,,0.00,0.00,,10.00,Index Futures,DJ EURO STOXX 50  Dec18,54.72,,1.00,,"-1,868,158.99",,"1,621,750.34",,,STXEZ8,"275,892.00",AVTHG003,LFIX,EUR,,"3,234.00",EUR,70574165,/1/11455/11457/11464/22796/24135
EUR GBP Correlation Swap,,,,,,,,,,,1.00,,,,,,1.31,0.76,,,0.00,"1,000,000.00",,"10,000.00",Total Return Swaps,EUR GBP Correlation Swap,,,,,,,,,,,"149,032.00",AVTHG003,TRS,GBP,"1,000,000.00",,,69070838,/1/11455/11457/11464/12815/16255/16975
EUR GBP Corr Swap 1m test,,,,,,,,,,,1.00,,,,,,1.00,1.00,,,0.00,"10,000,000.00",,"100,000.00",Total Return Swaps,EUR GBP Corr Swap 1m test,,,,,,,,,,,"149,133.00",AVTHG003,TRS,USD,"10,000,000.00",,,69073124,/1/11455/11457/11464/12815/16255/16975
EUR GBP Correlation Swap 2,,,,,,,,,,,1.00,,,,,,1.31,0.76,,,0.00,"1,000,000.00",,"10,000.00",Total Return Swaps,EUR GBP Correlation Swap 2,,,,,,,,,,,"153,812.00",AVTHG003,TRS,GBP,"1,000,000.00",,,69104048,/1/11455/11457/11464/12815/16255/16975
EUR GBP Correlation Swap,,,,,,,,,,,-1.00,,,,,,1.31,0.76,,,0.00,"-1,000,000.00",,"10,000.00",Total Return Swaps,EUR GBP Correlation Swap,,,,,,,,,,,"149,128.00",AVTHG003,TRS,GBP,"-1,000,000.00",,,69070838,/1/11455/11457/11464/12815/16255/16975/16995
EUR GBP Corr Swap 1m test,,,,,,,,,,,-1.00,,,,,,1.00,1.00,,,0.00,"-10,000,000.00",,"100,000.00",Total Return Swaps,EUR GBP Corr Swap 1m test,,,,,,,,,,,"149,134.00",AVTHG003,TRS,USD,"-10,000,000.00",,,69073124,/1/11455/11457/11464/12815/16255/16975/16995
EUR GBP Correlation Swap 2,,,,,,,,,,,-1.00,,,,,,1.31,0.76,,,0.00,"-1,000,000.00",,"10,000.00",Total Return Swaps,EUR GBP Correlation Swap 2,,,,,,,,,,,"153,813.00",AVTHG003,TRS,GBP,"-1,000,000.00",,,69104048,/1/11455/11457/11464/12815/16255/16975/16995
IRS test sgd,,,,-38.79,"30,719.75",,,,,,1.00,"-605,267.15",,,,,81.68,1.38,,,0.00,"100,000,000.00",,"1,000,000.00",Interest Rate Swaps,IRS test sgd,,,,,,,,,,,"149,512.00",AVTHG003,IRS,SGD,"100,000,000.00",-0.89,,69075514,/1/11455/11457/11464/12815/16255/17055
IRS test sgd,,,,38.79,"-30,719.75",,,,,,-1.00,"605,267.15",,,,,81.68,1.38,,,0.00,"-100,000,000.00",,"1,000,000.00",Interest Rate Swaps,IRS test sgd,,,,,,,,,,,"149,513.00",AVTHG003,IRS,SGD,"-100,000,000.00",-0.89,,69075514,/1/11455/11457/11464/12815/16255/17055/17056
AUD/JPY,,,,29.52,,,,,,,"-500,000.00",,,,1.00,,0.01,112.55,,,0.00,0.00,,1.00,Forex,AUD/JPY,,,,,,,,,,AUDJPY=,"113,094.00",AVTHG003,FX,JPY,,80.41,,67423384,/1/11455/11457/11464/12596/12896/13915
AUD/USD,,,,-1.82,,,,,,,"-150,000.00",,,,1.00,,1.40,1.00,,,0.00,0.00,,1.00,Forex,AUD/USD,,,,,,,,,,,"112,970.00",AVTHG003,FX,USD,,0.77,,67421617,/1/11455/11457/11464/12596/12896/13895
EUR/USD,,,,"-2,428.79",,,,,,,"-19,290,060.53",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,EUR/USD,,,,,,,,,,,"101,229.00",AVTHG003,FX,USD,,1.17,,67344950,/1/11455/11457/11464/12596/12896/13515
EUR/HKD,,,,-767.56,,,,,,,"-11,621,825.79",,,,1.00,,1.00,7.84,,,0.00,0.00,,1.00,Forex,EUR/HKD,,,,,,,,,,,"155,476.00",AVTHG003,FX,HKD,,9.03,,67359936,/1/11455/11457/11464/12596/12896/17775/17776
EUR/USD,,,,"2,434.68",,,,,,,"19,336,890.95",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,EUR/USD,,,,,,,,,,,"229,344.00",AVTHG003,FX,USD,,1.17,,67344950,/1/11455/11457/11464/12596/12896/17775/26076
GBP/USD,,,,230.17,,,,,,,"2,800,000.00",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,GBP/USD,,,,,,,,,,,"229,345.00",AVTHG003,FX,USD,,1.33,,67350312,/1/11455/11457/11464/12596/12896/17775/26077
USD/HKD,,,,"16,764.70",,,,,,,"-322,621,587.56",,,,1.00,,1.00,7.84,,,0.00,0.00,,1.00,Forex,USD/HKD,,,,,,,,,,,"156,564.00",AVTHG003,FX,HKD,,7.84,,67345666,/1/11455/11457/11464/12596/12896/17775/18038
HKD/USD,,,,"-3,698.23",,,,,,,"-558,000,000.00",,,,1.00,,7.84,1.00,,,0.00,0.00,,1.00,Forex,HKD/USD,,,,,,,,,,,"184,477.00",AVTHG003,FX,USD,,0.13,,67356767,/1/11455/11457/11464/12596/12896/17775/18038
USD/KRW,,,,"-1,488.97",,,,,,,"42,375,071.04",,,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Forex,USD/KRW,,,,,,,,,,,"172,572.00",AVTHG003,FX,KRW,,"1,133.79",,67417078,/1/11455/11457/11464/12596/12896/17775/20175
USD/KRW,,,,600.43,,,,,,,"-17,087,978.62",,,,1.00,,0.00,"1,133.68",,,0.00,0.00,,1.00,Forex,USD/KRW,,,,,,,,,,,"216,707.00",AVTHG003,FX,KRW,,"1,133.79",,67417078,/1/11455/11457/11464/12596/12896/25035
KRW/USD,,,,91.87,,,,,,,"2,964,279,037.00",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,KRW/USD,,,,,,,,,,,"218,397.00",AVTHG003,FX,USD,,0.00,,67417109,/1/11455/11457/11464/12596/12896/25035
USD/CHF,,,,138.30,,,,,,,"-1,138,054.64",,,,1.00,,1.01,0.99,,,0.00,0.00,,1.00,Forex,USD/CHF,,,,,,,,,,,"255,505.00",AVTHG003,FX,CHF,,0.99,,67472494,/1/11455/11457/11464/12596/12896/25035
CHF/USD,,,,2.14,,,,,,,"17,500.00",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,CHF/USD,,,,,,,,,,,"255,893.00",AVTHG003,FX,USD,,1.01,,67472493,/1/11455/11457/11464/12596/12896/25035
NZD/USD,,,,-3.18,,,,,,,"-250,000.00",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,NZD/USD,,,,,,,,,,,"118,459.00",AVTHG003,FX,USD,,0.72,,67473659,/1/11455/11457/11464/12596/12896/14495
EUR/GBP,,,,375.83,,,,,,,"7,000,000.00",,,,1.00,,1.00,0.76,,,0.00,0.00,,1.00,Forex,EUR/GBP,,,,,,,,,,,"235,063.00",AVTHG003,FX,GBP,,0.88,,67350716,/1/11455/11457/11464/12596/12896/15995/26595
EUR/USD,,,,"5,617.26",,,,,,,"44,613,733.06",,,,1.00,,0.87,1.00,,,0.00,0.00,,1.00,Forex,EUR/USD,,,,,,,,,,,"144,582.00",AVTHG003,FX,USD,,1.17,,67344950,/1/11455/11457/11464/12596/12896/15995/16698
EUR versus USD 2018/12/21,,,,0.00,7.99,,,,,,"-29,400,000.00","522,923.08",,,1.01,,0.87,1.00,,,0.00,0.00,,1.00,Forward Forex,EUR versus USD 2018/12/21,,,,,,,,,,,"269,350.00",AVTHG003,FX forward,USD,,1.16,,70578735,/1/11455/11457/11464/12596/12896/15995/16698
GBP/USD,,,,"1,249.52",,,,,,,"15,200,000.00",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,GBP/USD,,,,,,,,,,,"168,385.00",AVTHG003,FX,USD,,1.33,,67350312,/1/11455/11457/11464/12596/12896/15995/19715
GBP versus USD 2018/12/21,,,,,3.74,,,,,,"-20,500,000.00","97,402.93",,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forward Forex,GBP versus USD 2018/12/21,,,,,,,,,,,"269,338.00",AVTHG003,FX forward,USD,,1.32,,70578298,/1/11455/11457/11464/12596/12896/15995/19715
USD/CHF,,,,3.78,,,,,,,"-31,081.29",,,,1.00,,1.01,0.99,,,0.00,0.00,,1.00,Forex,USD/CHF,,,,,,,,,,,"255,501.00",AVTHG003,FX,CHF,,0.99,,67472494,/1/11455/11457/11464/12596/12896/15995/28175
USD versus CHF 2018/12/21,,,,0.00,0.30,,,,,,"1,149,119.10","35,781.76",,,0.99,,1.01,0.99,,,0.00,0.00,,1.00,Forward Forex,USD versus CHF 2018/12/21,,,,,,,,,,,"269,346.00",AVTHG003,FX forward,CHF,,0.99,,70578675,/1/11455/11457/11464/12596/12896/15995/28175
USD/CNH,,,,331.16,,,,,,,"-12,594,730.57",,,,1.00,,0.14,6.94,,,0.00,0.00,,1.00,Forex,USD/CNH,,,,,,,,,,,"110,151.00",AVTHG003,FX,CNH,,6.94,,68828929,/1/11455/11457/11464/12596/12896/15995/13776
USD versus CNH 2014/09/30 NDF,,,,-0.01,0.00,,,,,,266.26,29.87,,,1.00,,0.14,6.94,,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus CNH 2014/09/30 NDF,,,,,,,,,,,"114,973.00",AVTHG003,NDF,CNH,,6.94,,68920421,/1/11455/11457/11464/12596/12896/15995/13776
CNH/USD,,,,-298.37,,,,,,,"-78,753,887.00",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,CNH/USD,,,,,,,,,,,"119,770.00",AVTHG003,FX,USD,,0.15,,68828928,/1/11455/11457/11464/12596/12896/15995/13776
USD/HKD,,,,"-25,670.12",,,,,,,"493,998,335.76",,,,1.00,,0.13,7.84,,,0.00,0.00,,1.00,Forex,USD/HKD,,,,,,,,,,,"133,423.00",AVTHG003,FX,HKD,,7.84,,67345666,/1/11455/11457/11464/12596/12896/15995/15955
HKD/USD,,,,"31,618.35",,,,,,,"4,770,665,530.00",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,HKD/USD,,,,,,,,,,,"144,796.00",AVTHG003,FX,USD,,0.13,,67356767,/1/11455/11457/11464/12596/12896/15995/15955
USD versus HKD 2018/12/28,,,,,-14.81,,,,,,"-200,000,000.00","-2,733,467.92",,,1.00,,0.13,7.84,,,0.00,0.00,,1.00,Forward Forex,USD versus HKD 2018/12/28,,,,,,,,,,,"181,976.00",AVTHG003,FX forward,HKD,,7.83,,69470078,/1/11455/11457/11464/12596/12896/15995/15955
HKD versus USD 2018/12/28,,,,,1.61,,,,,,"-170,396,016.64","16,915.83",,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forward Forex,HKD versus USD 2018/12/28,,,,,,,,,,,"190,530.00",AVTHG003,FX forward,USD,,0.13,,69653477,/1/11455/11457/11464/12596/12896/15995/15955
HKD 1.72 spot - 1y,,,,40.42,"4,999.29",,,,,,"-1,600,000,000.00","502,995.96",,,,,0.13,7.84,,,0.00,"-1,600,000,000.00",,0.01,Interest Rate Swaps,HKD 1.72 spot - 1y,,,,,,,,,,,"220,633.00",AVTHG003,IRS,HKD,"-1,600,000,000.00",-0.22,,70053026,/1/11455/11457/11464/12596/12896/15995/15955
HKD 1.725 spot - 1y,,,,37.89,"4,684.65",,,,,,"-1,550,000,000.00","471,482.29",,,,,0.13,7.84,,,0.00,"-1,550,000,000.00",,0.01,Interest Rate Swaps,HKD 1.725 spot - 1y,,,,,,,,,,,"220,639.00",AVTHG003,IRS,HKD,"-1,550,000,000.00",-0.21,,70053039,/1/11455/11457/11464/12596/12896/15995/15955
HKD 1.615 spot - 9m,,,,9.46,-1.95,,,,,,"-930,000,000.00","117,666.22",,,,,0.13,7.84,,,0.00,"-930,000,000.00",,0.01,Interest Rate Swaps,HKD 1.615 spot - 9m,,,,,,,,,,,"228,773.00",AVTHG003,IRS,HKD,"-930,000,000.00",-0.07,,70134771,/1/11455/11457/11464/12596/12896/15995/15955
HKD versus USD 2018/12/07,,,,,34.06,,,,,,"-4,800,000,000.00","440,464.77",,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forward Forex,HKD versus USD 2018/12/07,,,,,,,,,,,"232,368.00",AVTHG003,FX forward,USD,,0.13,,70175886,/1/11455/11457/11464/12596/12896/15995/15955
USD/JPY,,,,"2,586.71",,,,,,,"-25,964,855.41",,,,1.00,,0.01,112.55,,,0.00,0.00,,1.00,Forex,USD/JPY,,,,,,,,,,,"129,036.00",AVTHG003,FX,JPY,,105.15,,67355002,/1/11455/11457/11464/12596/12896/15995/15675
USD/JPY,,,,-996.23,,,,,,,"10,000,000.00",,,,1.00,,0.01,112.55,,,0.00,0.00,,1.00,Forex,USD/JPY,,,,,,,,,,,"129,037.00",AVTHG003,FX,JPY,,105.15,,67355002,/1/11455/11457/11464/12596/12896/15995/15675
JPY/USD,,,,"2,682.79",,,,,,,"3,031,404,363.00",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,JPY/USD,,,,,,,,,,,"131,312.00",AVTHG003,FX,USD,,0.01,,67351417,/1/11455/11457/11464/12596/12896/15995/15675
JPY versus USD 2018/12/21,,,,,22.36,,,,,,"-11,787,150,000.00","357,369.24",,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forward Forex,JPY versus USD 2018/12/21,,,,,,,,,,,"269,360.00",AVTHG003,FX forward,USD,,0.01,,70578760,/1/11455/11457/11464/12596/12896/15995/15675
USD versus KRW 2014/12/16 NDF,,,,87.73,0.01,,,,,,"-2,496,675.43","-65,827.93",,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2014/12/16 NDF,,,,,,,,,,,"111,932.00",AVTHG003,NDF,KRW,,"1,133.79",,68909829,/1/11455/11457/11464/12596/12896/15995/13478
USD/KRW,,,,884.68,,,,,,,"-25,177,327.78",,,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Forex,USD/KRW,,,,,,,,,,,"112,645.00",AVTHG003,FX,KRW,,"1,133.79",,67417078,/1/11455/11457/11464/12596/12896/15995/13478
USD versus KRW 2014/08/18 NDF,,,,-2.37,0.00,,,,,,"67,532.34","6,446.35",,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2014/08/18 NDF,,,,,,,,,,,"113,211.00",AVTHG003,NDF,KRW,,"1,133.79",,68913453,/1/11455/11457/11464/12596/12896/15995/13478
USD versus KRW 2014/09/19 NDF,,,,-0.28,0.00,,,,,,"7,979.50",714.65,,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2014/09/19 NDF,,,,,,,,,,,"114,612.00",AVTHG003,NDF,KRW,,"1,133.79",,68918283,/1/11455/11457/11464/12596/12896/15995/13478
USD versus KRW 2014/09/22 NDF,,,,-0.12,0.00,,,,,,"3,437.35",279.81,,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2014/09/22 NDF,,,,,,,,,,,"114,714.00",AVTHG003,NDF,KRW,,"1,133.79",,68918963,/1/11455/11457/11464/12596/12896/15995/13478
USD versus KRW 2014/10/15 NDF,,,,-15.01,0.00,,,,,,"427,044.65","33,767.62",,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2014/10/15 NDF,,,,,,,,,,,"115,553.00",AVTHG003,NDF,KRW,,"1,133.79",,68924254,/1/11455/11457/11464/12596/12896/15995/13478
USD versus KRW 2014/10/20 NDF,,,,-4.65,0.00,,,,,,"132,323.80","8,567.22",,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2014/10/20 NDF,,,,,,,,,,,"115,789.00",AVTHG003,NDF,KRW,,"1,133.79",,68925534,/1/11455/11457/11464/12596/12896/15995/13478
